tipo,tamanho,threads,tempo,io,figura
seq,16,1,0.153780,50.254822,full
seq,16,1,0.153542,53.570986,full
seq,16,1,0.152588,53.609371,full
seq,16,1,0.152826,53.503752,full
seq,16,1,0.153780,53.590536,full
seq,16,1,0.153065,153.483629,full
seq,16,1,0.152111,136.788845,full
seq,16,1,0.152826,131.095171,full
seq,16,1,0.141382,53.750038,full
seq,16,1,0.143290,53.504705,full
seq,16,1,0.150681,98.036528,full
seq,16,1,0.092030,65.010786,full
seq,16,1,0.122070,53.697109,full
seq,16,1,0.176191,53.497553,full
seq,16,1,0.153303,53.745985,full
seq,16,1,0.178814,53.533554,full
seq,16,1,0.152826,53.658247,full
seq,16,1,0.154495,53.600073,full
seq,16,1,0.153780,53.508282,full
seq,16,1,0.153303,53.601265,full
seq,16,1,0.830173,51.013470,seahorseValley
seq,16,1,0.898600,52.778482,seahorseValley
seq,16,1,0.772238,64.155340,seahorseValley
seq,16,1,0.710011,53.107738,seahorseValley
seq,16,1,0.873566,52.885056,seahorseValley
seq,16,1,0.870228,52.857161,seahorseValley
seq,16,1,0.954151,74.593544,seahorseValley
seq,16,1,0.360250,53.674221,seahorseValley
seq,16,1,0.360250,42.953253,seahorseValley
seq,16,1,0.360489,43.223381,seahorseValley
seq,16,1,0.359535,42.788744,seahorseValley
seq,16,1,0.902414,927.669048,seahorseValley
seq,16,1,0.899792,132.778883,seahorseValley
seq,16,1,0.829458,67.587852,seahorseValley
seq,16,1,0.674486,64.682961,seahorseValley
seq,16,1,0.864267,142.095804,seahorseValley
seq,16,1,0.900030,51.043034,seahorseValley
seq,16,1,0.745058,53.031445,seahorseValley
seq,16,1,0.719547,53.063631,seahorseValley
seq,16,1,0.876188,52.894592,seahorseValley
seq,16,1,0.609875,134.542227,elephantValley
seq,16,1,0.755548,53.046465,elephantValley
seq,16,1,0.882864,52.856445,elephantValley
seq,16,1,0.881433,52.937269,elephantValley
seq,16,1,0.881195,52.941322,elephantValley
seq,16,1,0.815630,53.026199,elephantValley
seq,16,1,0.882626,52.801132,elephantValley
seq,16,1,0.882626,52.855253,elephantValley
seq,16,1,0.881672,52.878857,elephantValley
seq,16,1,0.881672,52.569389,elephantValley
seq,16,1,0.880957,52.850008,elephantValley
seq,16,1,0.904322,52.768707,elephantValley
seq,16,1,0.913143,52.782774,elephantValley
seq,16,1,0.756264,53.107023,elephantValley
seq,16,1,0.911236,63.977957,elephantValley
seq,16,1,0.879765,52.823544,elephantValley
seq,16,1,0.881433,52.596569,elephantValley
seq,16,1,0.623703,82.075834,elephantValley
seq,16,1,0.816822,52.728653,elephantValley
seq,16,1,0.883579,883.530617,elephantValley
seq,16,1,0.778198,113.859653,tripleSpiralValley
seq,16,1,0.399590,53.780794,tripleSpiralValley
seq,16,1,1.031160,52.746296,tripleSpiralValley
seq,16,1,0.728130,53.272963,tripleSpiralValley
seq,16,1,1.031876,52.792311,tripleSpiralValley
seq,16,1,1.031876,52.690506,tripleSpiralValley
seq,16,1,1.031399,52.691460,tripleSpiralValley
seq,16,1,1.032829,52.594185,tripleSpiralValley
seq,16,1,1.034498,52.750349,tripleSpiralValley
seq,16,1,1.032591,52.662373,tripleSpiralValley
seq,16,1,1.033783,52.723169,tripleSpiralValley
seq,16,1,1.030207,52.654743,tripleSpiralValley
seq,16,1,0.773668,53.046942,tripleSpiralValley
seq,16,1,0.828028,81.048727,tripleSpiralValley
seq,16,1,0.952482,52.818537,tripleSpiralValley
seq,16,1,1.032114,52.713871,tripleSpiralValley
seq,16,1,0.990629,52.520752,tripleSpiralValley
seq,16,1,0.985861,52.534103,tripleSpiralValley
seq,16,1,0.812531,52.997828,tripleSpiralValley
seq,16,1,0.998259,52.764654,tripleSpiralValley
seq,32,1,0.569820,50.477743,full
seq,32,1,0.483274,53.348064,full
seq,32,1,0.564337,53.172350,full
seq,32,1,0.564098,53.198338,full
seq,32,1,0.521660,53.230286,full
seq,32,1,0.486851,53.171635,full
seq,32,1,0.565052,53.182840,full
seq,32,1,0.566483,53.130865,full
seq,32,1,0.565052,53.189754,full
seq,32,1,0.521660,53.329945,full
seq,32,1,0.564098,53.125381,full
seq,32,1,0.565767,53.077936,full
seq,32,1,0.522375,53.238392,full
seq,32,1,0.563860,584.723234,full
seq,32,1,0.565290,258.165121,full
seq,32,1,0.566006,141.927242,full
seq,32,1,0.559092,53.191423,full
seq,32,1,0.509501,53.261518,full
seq,32,1,0.504255,53.291082,full
seq,32,1,0.564575,53.126335,full
seq,32,1,3.450632,47.742605,seahorseValley
seq,32,1,3.589869,50.067663,seahorseValley
seq,32,1,3.620386,50.227165,seahorseValley
seq,32,1,3.533602,50.556183,seahorseValley
seq,32,1,3.079414,148.230076,seahorseValley
seq,32,1,3.560305,50.219774,seahorseValley
seq,32,1,3.562689,180.774450,seahorseValley
seq,32,1,3.561974,50.180435,seahorseValley
seq,32,1,2.872705,62.107801,seahorseValley
seq,32,1,2.898932,51.000595,seahorseValley
seq,32,1,3.589869,50.164700,seahorseValley
seq,32,1,3.589392,50.040245,seahorseValley
seq,32,1,3.669262,50.046206,seahorseValley
seq,32,1,3.565311,50.137520,seahorseValley
seq,32,1,3.561020,50.137997,seahorseValley
seq,32,1,3.567457,50.090075,seahorseValley
seq,32,1,3.559828,50.130606,seahorseValley
seq,32,1,3.551722,50.102711,seahorseValley
seq,32,1,3.557920,50.145626,seahorseValley
seq,32,1,2.861500,51.018953,seahorseValley
seq,32,1,3.440380,74.566364,elephantValley
seq,32,1,3.422499,50.674200,elephantValley
seq,32,1,3.443003,783.454418,elephantValley
seq,32,1,3.461123,177.857161,elephantValley
seq,32,1,3.409863,60.960770,elephantValley
seq,32,1,3.174067,50.095320,elephantValley
seq,32,1,2.285242,51.576853,elephantValley
seq,32,1,2.296209,51.604271,elephantValley
seq,32,1,3.110886,50.744295,elephantValley
seq,32,1,3.401756,150.397778,elephantValley
seq,32,1,3.138781,61.736107,elephantValley
seq,32,1,3.413200,50.356627,elephantValley
seq,32,1,3.419638,50.319195,elephantValley
seq,32,1,3.418684,50.352573,elephantValley
seq,32,1,3.400326,50.352335,elephantValley
seq,32,1,3.414392,50.260067,elephantValley
seq,32,1,3.418684,50.281525,elephantValley
seq,32,1,3.402948,50.284624,elephantValley
seq,32,1,3.408432,50.259352,elephantValley
seq,32,1,2.570152,51.295996,elephantValley
seq,32,1,4.083633,47.638893,tripleSpiralValley
seq,32,1,4.052639,61.054468,tripleSpiralValley
seq,32,1,4.039764,60.783386,tripleSpiralValley
seq,32,1,4.063129,49.696922,tripleSpiralValley
seq,32,1,4.050255,49.793720,tripleSpiralValley
seq,32,1,3.983974,50.082922,tripleSpiralValley
seq,32,1,4.050255,49.727201,tripleSpiralValley
seq,32,1,3.254414,50.645113,tripleSpiralValley
seq,32,1,4.245043,49.523592,tripleSpiralValley
seq,32,1,4.082441,49.621820,tripleSpiralValley
seq,32,1,4.083395,49.610615,tripleSpiralValley
seq,32,1,4.052877,49.644470,tripleSpiralValley
seq,32,1,4.059792,49.688101,tripleSpiralValley
seq,32,1,4.067659,716.322899,tripleSpiralValley
seq,32,1,4.069090,104.796886,tripleSpiralValley
seq,32,1,4.048824,49.664974,tripleSpiralValley
seq,32,1,4.056454,49.719095,tripleSpiralValley
seq,32,1,4.053116,49.759388,tripleSpiralValley
seq,32,1,4.045725,49.734592,tripleSpiralValley
seq,32,1,3.267527,50.611258,tripleSpiralValley
seq,64,1,1.996517,49.364805,full
seq,64,1,2.144098,51.702499,full
seq,64,1,1.858473,51.980734,full
seq,64,1,2.089024,51.916838,full
seq,64,1,1.636028,52.381039,full
seq,64,1,2.045870,51.934242,full
seq,64,1,1.876593,63.289881,full
seq,64,1,2.135515,51.815271,full
seq,64,1,2.129793,51.797152,full
seq,64,1,1.844645,52.105188,full
seq,64,1,1.727104,52.332401,full
seq,64,1,2.121925,51.580667,full
seq,64,1,2.135515,62.574863,full
seq,64,1,1.725197,52.712202,full
seq,64,1,1.995087,51.967144,full
seq,64,1,2.182245,51.588774,full
seq,64,1,2.171516,51.758528,full
seq,64,1,2.039671,63.014030,full
seq,64,1,2.157450,51.722527,full
seq,64,1,1.855612,96.542835,full
seq,64,1,10.308027,52.159786,seahorseValley
seq,64,1,12.530804,52.378416,seahorseValley
seq,64,1,14.269352,63.540936,seahorseValley
seq,64,1,11.597872,53.698301,seahorseValley
seq,64,1,12.738705,52.062035,seahorseValley
seq,64,1,11.439562,796.390295,seahorseValley
seq,64,1,11.683464,152.698994,seahorseValley
seq,64,1,14.268160,143.845320,seahorseValley
seq,64,1,13.797045,138.578653,seahorseValley
seq,64,1,14.076471,155.767441,seahorseValley
seq,64,1,13.318539,223.492384,seahorseValley
seq,64,1,13.080835,88.209152,seahorseValley
seq,64,1,13.245344,129.536152,seahorseValley
seq,64,1,12.661219,52.403212,seahorseValley
seq,64,1,13.590097,51.456213,seahorseValley
seq,64,1,13.955116,62.049150,seahorseValley
seq,64,1,14.315367,50.662518,seahorseValley
seq,64,1,13.438940,57.754278,seahorseValley
seq,64,1,14.239311,61.302185,seahorseValley
seq,64,1,13.475895,73.755264,seahorseValley
seq,64,1,10.596037,52.448273,elephantValley
seq,64,1,11.781693,52.556276,elephantValley
seq,64,1,12.457609,52.353144,elephantValley
seq,64,1,12.993574,51.838160,elephantValley
seq,64,1,4.972458,343.761921,elephantValley
seq,64,1,13.657570,950.933218,elephantValley
seq,64,1,6.690502,173.516273,elephantValley
seq,64,1,13.031721,54.802656,elephantValley
seq,64,1,11.466503,255.407095,elephantValley
seq,64,1,12.135029,59.754372,elephantValley
seq,64,1,13.495207,62.391758,elephantValley
seq,64,1,13.633490,51.184177,elephantValley
seq,64,1,12.382507,52.531958,elephantValley
seq,64,1,12.686729,56.360006,elephantValley
seq,64,1,12.931824,135.110140,elephantValley
seq,64,1,11.701345,53.135157,elephantValley
seq,64,1,11.952639,163.275957,elephantValley
seq,64,1,12.956142,129.575729,elephantValley
seq,64,1,12.298107,273.622513,elephantValley
seq,64,1,13.450384,627.539158,elephantValley
seq,64,1,12.696981,159.915924,tripleSpiralValley
seq,64,1,11.784554,231.491089,tripleSpiralValley
seq,64,1,15.423536,101.826429,tripleSpiralValley
seq,64,1,13.486385,62.357426,tripleSpiralValley
seq,64,1,14.529705,50.225496,tripleSpiralValley
seq,64,1,12.362480,52.348852,tripleSpiralValley
seq,64,1,13.326168,51.373005,tripleSpiralValley
seq,64,1,13.813972,50.884724,tripleSpiralValley
seq,64,1,11.678696,53.050995,tripleSpiralValley
seq,64,1,12.112379,52.558184,tripleSpiralValley
seq,64,1,15.064955,161.571741,tripleSpiralValley
seq,64,1,12.251377,135.634899,tripleSpiralValley
seq,64,1,11.111021,54.473400,tripleSpiralValley
seq,64,1,14.374495,50.276279,tripleSpiralValley
seq,64,1,12.307405,52.350998,tripleSpiralValley
seq,64,1,12.798548,52.602291,tripleSpiralValley
seq,64,1,13.495445,51.484346,tripleSpiralValley
seq,64,1,11.601448,64.174175,tripleSpiralValley
seq,64,1,15.152693,49.549818,tripleSpiralValley
seq,64,1,13.021231,51.643133,tripleSpiralValley
seq,128,1,8.496046,87.964296,full
seq,128,1,8.457184,700.565100,full
seq,128,1,8.446932,220.203400,full
seq,128,1,8.481979,79.203129,full
seq,128,1,8.576393,95.466852,full
seq,128,1,8.480787,79.149008,full
seq,128,1,8.477688,79.232454,full
seq,128,1,8.478403,84.478617,full
seq,128,1,8.430004,79.262972,full
seq,128,1,8.476973,95.647812,full
seq,128,1,8.434296,79.210043,full
seq,128,1,8.467197,79.237461,full
seq,128,1,3.075361,90.083361,full
seq,128,1,3.085136,79.828739,full
seq,128,1,8.076668,84.666729,full
seq,128,1,8.468866,165.474415,full
seq,128,1,8.465528,161.866903,full
seq,128,1,8.451462,166.253567,full
seq,128,1,8.497477,79.214573,full
seq,128,1,8.471489,95.448494,full
seq,128,1,26.158810,91.988087,seahorseValley
seq,128,1,27.814865,782.056570,seahorseValley
seq,128,1,25.910854,95.776320,seahorseValley
seq,128,1,27.660608,94.242573,seahorseValley
seq,128,1,28.749228,71.323633,seahorseValley
seq,128,1,29.652834,70.490837,seahorseValley
seq,128,1,27.385712,72.346926,seahorseValley
seq,128,1,20.983696,80.151558,seahorseValley
seq,128,1,27.074814,73.354006,seahorseValley
seq,128,1,27.920246,82.807779,seahorseValley
seq,128,1,26.287317,73.709488,seahorseValley
seq,128,1,29.336452,81.671238,seahorseValley
seq,128,1,27.727365,72.169304,seahorseValley
seq,128,1,27.828455,72.077513,seahorseValley
seq,128,1,27.803659,72.026491,seahorseValley
seq,128,1,26.449919,73.423386,seahorseValley
seq,128,1,28.707743,71.358442,seahorseValley
seq,128,1,28.486490,174.747705,seahorseValley
seq,128,1,29.520273,205.453157,seahorseValley
seq,128,1,20.962715,169.228554,seahorseValley
seq,128,1,27.050972,673.590660,elephantValley
seq,128,1,26.742220,218.373775,elephantValley
seq,128,1,26.747465,245.963097,elephantValley
seq,128,1,26.283503,108.893871,elephantValley
seq,128,1,26.333570,158.990860,elephantValley
seq,128,1,26.582956,139.350653,elephantValley
seq,128,1,26.540756,187.802792,elephantValley
seq,128,1,27.202606,138.364077,elephantValley
seq,128,1,26.705980,167.726040,elephantValley
seq,128,1,28.305769,150.976419,elephantValley
seq,128,1,27.918100,95.444679,elephantValley
seq,128,1,26.308775,74.645758,elephantValley
seq,128,1,27.743816,103.155136,elephantValley
seq,128,1,25.963783,74.258804,elephantValley
seq,128,1,26.186705,344.134569,elephantValley
seq,128,1,19.870758,580.255985,elephantValley
seq,128,1,28.394699,93.686104,elephantValley
seq,128,1,24.681091,75.331211,elephantValley
seq,128,1,28.421402,215.870380,elephantValley
seq,128,1,25.887251,172.776461,elephantValley
seq,128,1,30.559063,149.948597,tripleSpiralValley
seq,128,1,23.880959,124.634266,tripleSpiralValley
seq,128,1,30.615807,164.355278,tripleSpiralValley
seq,128,1,31.131029,147.493124,tripleSpiralValley
seq,128,1,32.650709,77.978134,tripleSpiralValley
seq,128,1,30.940533,91.212273,tripleSpiralValley
seq,128,1,32.177925,78.856707,tripleSpiralValley
seq,128,1,30.651331,80.230236,tripleSpiralValley
seq,128,1,32.202244,78.847170,tripleSpiralValley
seq,128,1,31.796694,919.961214,tripleSpiralValley
seq,128,1,30.587673,165.102243,tripleSpiralValley
seq,128,1,29.722452,81.081867,tripleSpiralValley
seq,128,1,30.630589,90.418577,tripleSpiralValley
seq,128,1,31.892300,79.172850,tripleSpiralValley
seq,128,1,61.706543,193.929911,tripleSpiralValley
seq,128,1,31.589270,155.411720,tripleSpiralValley
seq,128,1,30.278921,225.398302,tripleSpiralValley
seq,128,1,29.790163,208.168507,tripleSpiralValley
seq,128,1,31.076431,138.756752,tripleSpiralValley
seq,128,1,29.402494,147.186756,tripleSpiralValley
seq,256,1,12.318373,182.504892,full
seq,256,1,15.218258,958.190680,full
seq,256,1,17.690420,211.660862,full
seq,256,1,14.419794,107.069016,full
seq,256,1,14.160395,119.406462,full
seq,256,1,14.631748,238.551855,full
seq,256,1,17.784119,171.292067,full
seq,256,1,16.531467,263.317823,full
seq,256,1,14.775038,218.287945,full
seq,256,1,12.625933,179.335356,full
seq,256,1,14.960766,259.734154,full
seq,256,1,14.839172,113.914251,full
seq,256,1,16.368389,895.180941,full
seq,256,1,16.428232,139.058828,full
seq,256,1,17.066002,105.841398,full
seq,256,1,16.131639,118.007421,full
seq,256,1,16.911268,216.601610,full
seq,256,1,15.978813,260.800600,full
seq,256,1,17.387629,105.474949,full
seq,256,1,17.463446,116.648197,full
seq,256,1,83.944321,199.046850,seahorseValley
seq,256,1,87.594748,99.632740,seahorseValley
seq,256,1,88.493347,247.925758,seahorseValley
seq,256,1,85.916996,92.659950,seahorseValley
seq,256,1,85.607290,94.465971,seahorseValley
seq,256,1,87.426662,839.017868,seahorseValley
seq,256,1,170.816898,260.956049,seahorseValley
seq,256,1,87.711096,101.872921,seahorseValley
seq,256,1,85.856915,173.205376,seahorseValley
seq,256,1,83.976507,83.405256,seahorseValley
seq,256,1,88.420153,269.234419,seahorseValley
seq,256,1,88.445187,153.781891,seahorseValley
seq,256,1,87.823868,255.858898,seahorseValley
seq,256,1,86.550236,103.182316,seahorseValley
seq,256,1,88.374853,101.459503,seahorseValley
seq,256,1,87.675810,102.115154,seahorseValley
seq,256,1,87.826729,89.186430,seahorseValley
seq,256,1,86.677313,838.925838,seahorseValley
seq,256,1,86.564302,175.599337,seahorseValley
seq,256,1,86.986303,177.836180,seahorseValley
seq,256,1,82.524300,104.194403,elephantValley
seq,256,1,158.559322,110.796452,elephantValley
seq,256,1,82.925797,264.133453,elephantValley
seq,256,1,83.563805,202.453613,elephantValley
seq,256,1,82.407951,276.790142,elephantValley
seq,256,1,81.009865,106.400013,elephantValley
seq,256,1,79.311371,161.045790,elephantValley
seq,256,1,82.957029,164.385796,elephantValley
seq,256,1,81.106186,107.885838,elephantValley
seq,256,1,83.244801,840.668201,elephantValley
seq,256,1,81.927299,192.895174,elephantValley
seq,256,1,83.105803,252.553940,elephantValley
seq,256,1,82.563877,236.720562,elephantValley
seq,256,1,81.989527,109.451532,elephantValley
seq,256,1,79.515219,149.428129,elephantValley
seq,256,1,98.515749,115.591049,elephantValley
seq,256,1,82.871437,106.030226,elephantValley
seq,256,1,83.043575,106.010437,elephantValley
seq,256,1,82.940578,265.988827,elephantValley
seq,256,1,83.198547,441.540718,elephantValley
seq,256,1,96.599102,363.871336,tripleSpiralValley
seq,256,1,100.171089,182.312489,tripleSpiralValley
seq,256,1,98.484993,137.268066,tripleSpiralValley
seq,256,1,99.016905,174.939871,tripleSpiralValley
seq,256,1,99.682570,247.922897,tripleSpiralValley
seq,256,1,258.882523,254.966021,tripleSpiralValley
seq,256,1,100.280762,119.170427,tripleSpiralValley
seq,256,1,181.442738,231.987476,tripleSpiralValley
seq,256,1,97.915649,666.584015,tripleSpiralValley
seq,256,1,258.692503,186.074018,tripleSpiralValley
seq,256,1,99.314928,191.060543,tripleSpiralValley
seq,256,1,99.426031,193.719387,tripleSpiralValley
seq,256,1,99.870682,200.120687,tripleSpiralValley
seq,256,1,97.815752,126.502514,tripleSpiralValley
seq,256,1,202.628851,200.190544,tripleSpiralValley
seq,256,1,139.142036,221.447229,tripleSpiralValley
seq,256,1,98.288774,114.248037,tripleSpiralValley
seq,256,1,99.747419,157.777786,tripleSpiralValley
seq,256,1,99.856615,962.119818,tripleSpiralValley
seq,256,1,111.592054,213.540077,tripleSpiralValley
seq,512,1,48.760891,219.836712,full
seq,512,1,48.884869,331.147671,full
seq,512,1,48.865318,240.477562,full
seq,512,1,48.604727,267.388105,full
seq,512,1,49.238443,213.283300,full
seq,512,1,48.661947,337.562799,full
seq,512,1,102.089405,232.207775,full
seq,512,1,48.953295,356.893063,full
seq,512,1,48.872232,602.819204,full
seq,512,1,49.037695,216.580391,full
seq,512,1,48.949242,280.355692,full
seq,512,1,49.162626,168.504715,full
seq,512,1,48.687458,213.445663,full
seq,512,1,48.618793,196.037531,full
seq,512,1,48.923016,242.711544,full
seq,512,1,49.034834,191.540003,full
seq,512,1,49.068213,174.551010,full
seq,512,1,49.015284,232.740879,full
seq,512,1,48.955202,550.379753,full
seq,512,1,49.459696,237.856388,full
seq,512,1,333.503962,232.307196,seahorseValley
seq,512,1,437.206030,208.386898,seahorseValley
seq,512,1,651.491404,183.951616,seahorseValley
seq,512,1,495.907068,178.729296,seahorseValley
seq,512,1,333.028078,393.550873,seahorseValley
seq,512,1,401.983738,263.708830,seahorseValley
seq,512,1,651.293278,194.536209,seahorseValley
seq,512,1,645.862818,155.613422,seahorseValley
seq,512,1,412.451744,226.486444,seahorseValley
seq,512,1,651.853561,719.028711,seahorseValley
seq,512,1,652.328730,245.979071,seahorseValley
seq,512,1,579.545021,155.277491,seahorseValley
seq,512,1,341.723680,171.680450,seahorseValley
seq,512,1,536.960363,175.870419,seahorseValley
seq,512,1,333.431005,237.689972,seahorseValley
seq,512,1,333.293438,815.690756,seahorseValley
seq,512,1,571.526766,216.689825,seahorseValley
seq,512,1,593.009710,196.176529,seahorseValley
seq,512,1,357.077837,233.899593,seahorseValley
seq,512,1,440.504789,184.580088,seahorseValley
seq,512,1,315.163374,692.059040,elephantValley
seq,512,1,316.296577,259.216309,elephantValley
seq,512,1,445.670605,173.916101,elephantValley
seq,512,1,633.413076,169.950247,elephantValley
seq,512,1,424.463034,231.279612,elephantValley
seq,512,1,314.964056,177.291870,elephantValley
seq,512,1,315.029383,790.307760,elephantValley
seq,512,1,441.059589,204.452991,elephantValley
seq,512,1,633.522034,222.065687,elephantValley
seq,512,1,517.716885,168.197155,elephantValley
seq,512,1,314.870119,231.971741,elephantValley
seq,512,1,430.859566,162.797213,elephantValley
seq,512,1,318.361044,872.083664,elephantValley
seq,512,1,633.375645,201.934099,elephantValley
seq,512,1,633.600473,149.972916,elephantValley
seq,512,1,633.928299,169.147491,elephantValley
seq,512,1,365.510464,181.119680,elephantValley
seq,512,1,633.776426,686.333418,elephantValley
seq,512,1,430.737972,202.296257,elephantValley
seq,512,1,633.175611,191.368103,elephantValley
seq,512,1,656.151533,147.246838,tripleSpiralValley
seq,512,1,598.919630,184.193611,tripleSpiralValley
seq,512,1,379.438400,600.470781,tripleSpiralValley
seq,512,1,695.179462,270.401478,tripleSpiralValley
seq,512,1,604.304314,141.946793,tripleSpiralValley
seq,512,1,384.760141,226.830482,tripleSpiralValley
seq,512,1,697.153807,150.844812,tripleSpiralValley
seq,512,1,410.351515,768.995285,tripleSpiralValley
seq,512,1,529.101610,219.369173,tripleSpiralValley
seq,512,1,378.860950,151.695013,tripleSpiralValley
seq,512,1,467.633486,145.986080,tripleSpiralValley
seq,512,1,660.050392,221.590519,tripleSpiralValley
seq,512,1,697.661161,803.461075,tripleSpiralValley
seq,512,1,380.624771,210.413933,tripleSpiralValley
seq,512,1,485.353470,203.814030,tripleSpiralValley
seq,512,1,697.444439,222.155809,tripleSpiralValley
seq,512,1,697.957993,139.953136,tripleSpiralValley
seq,512,1,697.200298,761.662960,tripleSpiralValley
seq,512,1,379.267693,204.127789,tripleSpiralValley
seq,512,1,505.103111,188.305855,tripleSpiralValley
seq,1024,1,408.290148,327.653646,full
seq,1024,1,209.859371,298.548222,full
seq,1024,1,348.387957,324.931145,full
seq,1024,1,195.528269,441.450834,full
seq,1024,1,195.159435,340.216398,full
seq,1024,1,366.079092,303.025723,full
seq,1024,1,226.949215,332.112312,full
seq,1024,1,195.343018,327.464819,full
seq,1024,1,196.350574,352.034330,full
seq,1024,1,196.144104,818.392515,full
seq,1024,1,199.388266,288.321733,full
seq,1024,1,278.705597,283.587456,full
seq,1024,1,514.842272,293.933392,full
seq,1024,1,387.280941,290.370464,full
seq,1024,1,197.036266,278.600216,full
seq,1024,1,195.311308,545.288563,full
seq,1024,1,301.783323,344.302654,full
seq,1024,1,195.464611,397.024632,full
seq,1024,1,335.325003,279.371738,full
seq,1024,1,197.231293,292.818785,full
seq,1024,1,1370.164871,967.060089,seahorseValley
seq,1024,1,1366.004467,260.597706,seahorseValley
seq,1024,1,1652.860165,453.499794,seahorseValley
seq,1024,1,1381.240606,360.944510,seahorseValley
seq,1024,1,1661.677122,336.087227,seahorseValley
seq,1024,1,1332.339764,885.007858,seahorseValley
seq,1024,1,1653.156519,414.026499,seahorseValley
seq,1024,1,1333.603621,886.422396,seahorseValley
seq,1024,1,1653.900623,323.165894,seahorseValley
seq,1024,1,1333.345175,456.432104,seahorseValley
seq,1024,1,1653.999090,645.632744,seahorseValley
seq,1024,1,1654.808044,897.941828,seahorseValley
seq,1024,1,1652.750015,335.769653,seahorseValley
seq,1024,1,1545.616865,439.606428,seahorseValley
seq,1024,1,1650.985003,380.314827,seahorseValley
seq,1024,1,1655.211687,356.873512,seahorseValley
seq,1024,1,1653.846025,370.593548,seahorseValley
seq,1024,1,1663.898468,374.418974,seahorseValley
seq,1024,1,1653.196573,533.199072,seahorseValley
seq,1024,1,1332.689285,377.716064,seahorseValley
seq,1024,1,1579.394817,864.520073,elephantValley
seq,1024,1,1260.673761,242.174625,elephantValley
seq,1024,1,1319.582224,280.633926,elephantValley
seq,1024,1,1516.024351,370.512724,elephantValley
seq,1024,1,1481.237173,332.581043,elephantValley
seq,1024,1,1353.222132,284.491777,elephantValley
seq,1024,1,1581.733465,427.422762,elephantValley
seq,1024,1,1580.205917,312.833548,elephantValley
seq,1024,1,1588.468313,571.844816,elephantValley
seq,1024,1,1322.253704,264.490128,elephantValley
seq,1024,1,1579.128981,422.709227,elephantValley
seq,1024,1,1260.730982,356.355190,elephantValley
seq,1024,1,1578.922033,310.291290,elephantValley
seq,1024,1,1577.540636,585.325003,elephantValley
seq,1024,1,1578.714371,252.172470,elephantValley
seq,1024,1,1578.031540,653.823376,elephantValley
seq,1024,1,1579.804659,271.935701,elephantValley
seq,1024,1,1577.253342,390.527964,elephantValley
seq,1024,1,1580.049038,376.936674,elephantValley
seq,1024,1,1581.295729,289.870262,elephantValley
seq,1024,1,1837.798595,369.502306,tripleSpiralValley
seq,1024,1,1838.352203,336.558342,tripleSpiralValley
seq,1024,1,1837.513447,571.327448,tripleSpiralValley
seq,1024,1,1519.321442,324.848890,tripleSpiralValley
seq,1024,1,1838.371992,706.443071,tripleSpiralValley
seq,1024,1,1521.024466,364.308357,tripleSpiralValley
seq,1024,1,1568.790913,1112.632751,tripleSpiralValley
seq,1024,1,1517.720461,357.863665,tripleSpiralValley
seq,1024,1,1518.147707,750.327587,tripleSpiralValley
seq,1024,1,1837.183475,319.831133,tripleSpiralValley
seq,1024,1,1836.897850,991.319895,tripleSpiralValley
seq,1024,1,1731.716633,293.047905,tripleSpiralValley
seq,1024,1,1781.902552,958.641529,tripleSpiralValley
seq,1024,1,1519.299269,334.832668,tripleSpiralValley
seq,1024,1,1814.711571,936.663628,tripleSpiralValley
seq,1024,1,1837.353468,326.777458,tripleSpiralValley
seq,1024,1,1837.075233,678.491354,tripleSpiralValley
seq,1024,1,1560.528278,300.509930,tripleSpiralValley
seq,1024,1,1520.040035,815.311193,tripleSpiralValley
seq,1024,1,1579.122066,297.217607,tripleSpiralValley
seq,2048,1,826.705456,591.905832,full
seq,2048,1,1043.580532,818.415880,full
seq,2048,1,1106.122732,625.487804,full
seq,2048,1,780.167818,665.218353,full
seq,2048,1,931.092262,804.535866,full
seq,2048,1,904.132605,864.815712,full
seq,2048,1,1101.412296,1309.753895,full
seq,2048,1,927.546024,820.547819,full
seq,2048,1,1097.706556,1221.225739,full
seq,2048,1,855.370760,703.373671,full
seq,2048,1,1034.767389,706.818104,full
seq,2048,1,961.511850,836.978674,full
seq,2048,1,893.420219,619.013786,full
seq,2048,1,900.139093,883.714914,full
seq,2048,1,1041.500330,667.169094,full
seq,2048,1,781.868935,611.383915,full
seq,2048,1,875.173330,1299.348116,full
seq,2048,1,783.622503,594.201326,full
seq,2048,1,780.467987,654.501677,full
seq,2048,1,781.403542,897.599220,full
seq,2048,1,5577.723742,723.981857,seahorseValley
seq,2048,1,5552.010536,695.561886,seahorseValley
seq,2048,1,5592.940807,662.095308,seahorseValley
seq,2048,1,5343.159676,739.559412,seahorseValley
seq,2048,1,5810.985565,681.136370,seahorseValley
seq,2048,1,5479.944229,815.118074,seahorseValley
seq,2048,1,5517.072678,806.357622,seahorseValley
seq,2048,1,5657.044172,616.946220,seahorseValley
seq,2048,1,5661.449671,598.358631,seahorseValley
seq,2048,1,5382.938862,693.788767,seahorseValley
seq,2048,1,6118.037939,714.047670,seahorseValley
seq,2048,1,5698.001146,679.034948,seahorseValley
seq,2048,1,5661.310434,660.539627,seahorseValley
seq,2048,1,5697.830200,968.090534,seahorseValley
seq,2048,1,5376.214266,738.515377,seahorseValley
